source_city,dest_city,source_lat,source_lon,dest_lat,dest_lon,distance,weight,priority,delivery_days,delay
Surat,Kolkata,21.1702,72.8311,22.5726,88.3639,1609.6773409097977,47.46872800165628,high,5.91,1
Pune,Jaipur,18.5204,73.8567,26.9124,75.7873,953.8706763236075,10.494937961425045,low,4.68,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,28.82211208914009,low,6.31,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,3.5507630291532113,high,2.43,0
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,2.2614321353901663,medium,3.31,0
Ahmedabad,Jaipur,23.0225,72.5714,26.9124,75.7873,540.4679579970888,39.83255611187372,medium,4.31,1
Mumbai,Surat,19.076,72.8777,21.1702,72.8311,232.91522940116425,15.933543323282278,high,1.63,0
Pune,Delhi,18.5204,73.8567,28.7041,77.1025,1179.4824279187978,14.48040784538052,low,5.24,1
Pune,Chennai,18.5204,73.8567,13.0827,80.2707,914.3646912012375,4.656309246979044,low,3.43,0
Bangalore,Surat,12.9716,77.5946,21.1702,72.8311,1042.544441001257,28.735144838953833,low,4.88,1
Mumbai,Ahmedabad,19.076,72.8777,23.0225,72.5714,439.97982267462703,20.427539658220336,medium,3.6,1
Hyderabad,Jaipur,17.385,78.4867,26.9124,75.7873,1095.1466068235527,1.225969134096827,high,2.57,0
Pune,Delhi,18.5204,73.8567,28.7041,77.1025,1179.4824279187978,31.385724882982956,high,4.22,1
Chennai,Bangalore,13.0827,80.2707,12.9716,77.5946,290.1720249530612,12.861610707260189,low,2.2,0
Surat,Kolkata,21.1702,72.8311,22.5726,88.3639,1609.6773409097977,19.298155567721505,low,6.83,1
Ahmedabad,Kolkata,23.0225,72.5714,22.5726,88.3639,1618.8555906737163,30.80949691305969,low,6.67,1
Jaipur,Pune,26.9124,75.7873,18.5204,73.8567,953.8706763236075,10.778334467045847,low,4.29,1
Pune,Hyderabad,18.5204,73.8567,17.385,78.4867,505.75412147804053,32.50400312980746,medium,4.17,1
Hyderabad,Mumbai,17.385,78.4867,19.076,72.8777,621.4628500760243,1.1048786625695624,low,3.61,1
Kolkata,Ahmedabad,22.5726,88.3639,23.0225,72.5714,1618.8555906737163,28.27307288277983,medium,5.63,1
Hyderabad,Jaipur,17.385,78.4867,26.9124,75.7873,1095.1466068235527,43.99964487448774,low,6.09,1
Pune,Ahmedabad,18.5204,73.8567,23.0225,72.5714,518.1260829397874,0.1463779018110571,high,1.08,0
Hyderabad,Pune,17.385,78.4867,18.5204,73.8567,505.75412147804053,20.871512756326577,low,4.32,1
Pune,Hyderabad,18.5204,73.8567,17.385,78.4867,505.75412147804053,25.659513913084876,medium,4.02,1
Kolkata,Pune,22.5726,88.3639,18.5204,73.8567,1575.3760535945123,40.20738627698696,low,7.47,1
Jaipur,Bangalore,26.9124,75.7873,12.9716,77.5946,1561.5360482517535,44.32578200114031,low,7.28,1
Hyderabad,Surat,17.385,78.4867,21.1702,72.8311,727.5456673720201,6.622794447128888,medium,3.14,1
Kolkata,Surat,22.5726,88.3639,21.1702,72.8311,1609.6773409097977,25.272351489300835,low,6.88,1
Chennai,Hyderabad,13.0827,80.2707,17.385,78.4867,515.2416343776234,37.286215660272646,low,4.4,1
Bangalore,Pune,12.9716,77.5946,18.5204,73.8567,735.2269425849161,41.27804742585559,medium,4.27,1
Bangalore,Surat,12.9716,77.5946,21.1702,72.8311,1042.544441001257,7.24375175477853,medium,3.56,1
Bangalore,Mumbai,12.9716,77.5946,19.076,72.8777,845.3183856559485,3.2153232311612387,low,3.17,0
Surat,Delhi,21.1702,72.8311,28.7041,77.1025,941.7119249418649,15.91543682618734,high,3.59,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,13.75755303815071,high,2.71,0
Chennai,Jaipur,13.0827,80.2707,26.9124,75.7873,1607.0991969543372,2.78323835193297,medium,3.66,0
Bangalore,Delhi,12.9716,77.5946,28.7041,77.1025,1750.1147624132104,3.2778698983755845,low,5.53,0
Bangalore,Chennai,12.9716,77.5946,13.0827,80.2707,290.1720249530612,34.16436499170553,low,4.43,1
Bangalore,Ahmedabad,12.9716,77.5946,23.0225,72.5714,1237.044697463011,14.543100658913591,medium,4.49,1
Mumbai,Pune,19.076,72.8777,18.5204,73.8567,120.15230196919705,33.91838973594589,low,3.84,1
Chennai,Pune,13.0827,80.2707,18.5204,73.8567,914.3646912012375,42.99801129550861,high,3.93,1
Kolkata,Surat,22.5726,88.3639,21.1702,72.8311,1609.6773409097977,8.49710156653487,high,3.42,1
Delhi,Ahmedabad,28.7041,77.1025,23.0225,72.5714,777.4082807469657,28.933615778420645,low,4.82,1
Ahmedabad,Bangalore,23.0225,72.5714,12.9716,77.5946,1237.044697463011,35.49850220903687,low,6.97,1
Mumbai,Pune,19.076,72.8777,18.5204,73.8567,120.15230196919705,7.048417545246065,medium,1.51,0
Delhi,Kolkata,28.7041,77.1025,22.5726,88.3639,1317.7536030396723,17.554823484198838,high,3.1,1
Bangalore,Jaipur,12.9716,77.5946,26.9124,75.7873,1561.5360482517535,6.701168587786808,high,3.34,1
Hyderabad,Mumbai,17.385,78.4867,19.076,72.8777,621.4628500760243,11.153711878443978,low,3.17,0
Pune,Delhi,18.5204,73.8567,28.7041,77.1025,1179.4824279187978,8.456241251447626,low,4.25,0
Pune,Chennai,18.5204,73.8567,13.0827,80.2707,914.3646912012375,3.2501824694775263,low,3.91,0
Ahmedabad,Jaipur,23.0225,72.5714,26.9124,75.7873,540.4679579970888,29.808781870827946,low,4.13,1
Ahmedabad,Kolkata,23.0225,72.5714,22.5726,88.3639,1618.8555906737163,9.866060740972488,high,3.65,1
Mumbai,Delhi,19.076,72.8777,28.7041,77.1025,1153.2412912502036,13.915811477651411,low,5.8,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,37.34350792723075,low,7.3,1
Ahmedabad,Hyderabad,23.0225,72.5714,17.385,78.4867,879.4982034294342,0.18202347991123924,low,3.81,0
Pune,Ahmedabad,18.5204,73.8567,23.0225,72.5714,518.1260829397874,43.11759951457219,low,4.93,1
Chennai,Kolkata,13.0827,80.2707,22.5726,88.3639,1358.3607154263375,37.14038235119866,low,6.31,1
Mumbai,Bangalore,19.076,72.8777,12.9716,77.5946,845.3183856559485,36.166951571013904,low,5.71,1
Hyderabad,Ahmedabad,17.385,78.4867,23.0225,72.5714,879.4982034294342,12.18451505233878,low,4.67,1
Mumbai,Jaipur,19.076,72.8777,26.9124,75.7873,920.7423599427211,37.494012934535384,high,3.5,1
Delhi,Surat,28.7041,77.1025,21.1702,72.8311,941.7119249418649,37.538013624957046,low,5.93,1
Surat,Delhi,21.1702,72.8311,28.7041,77.1025,941.7119249418649,22.664903707266582,medium,4.23,1
Jaipur,Mumbai,26.9124,75.7873,19.076,72.8777,920.7423599427211,43.086139732464076,high,3.63,1
Jaipur,Delhi,26.9124,75.7873,28.7041,77.1025,237.5325023947467,23.090606652059527,high,2.63,1
Jaipur,Kolkata,26.9124,75.7873,22.5726,88.3639,1357.7741901445263,37.75301112416626,low,6.97,1
Mumbai,Ahmedabad,19.076,72.8777,23.0225,72.5714,439.97982267462703,43.15982743619835,low,4.68,1
Pune,Bangalore,18.5204,73.8567,12.9716,77.5946,735.2269425849161,6.181787138891043,low,4.21,1
Chennai,Pune,13.0827,80.2707,18.5204,73.8567,914.3646912012375,15.460175586303345,low,4.16,1
Kolkata,Bangalore,22.5726,88.3639,12.9716,77.5946,1560.6966232595826,21.464943134202983,low,6.24,1
Chennai,Hyderabad,13.0827,80.2707,17.385,78.4867,515.2416343776234,40.41249571963066,medium,4.18,1
Mumbai,Bangalore,19.076,72.8777,12.9716,77.5946,845.3183856559485,14.952748850657192,low,4.08,1
Pune,Surat,18.5204,73.8567,21.1702,72.8311,313.5586084722392,6.212643312102862,medium,1.52,0
Delhi,Hyderabad,28.7041,77.1025,17.385,78.4867,1266.5306032844753,38.068210285808334,low,7.22,1
Chennai,Ahmedabad,13.0827,80.2707,23.0225,72.5714,1371.808916123536,8.676637955582619,low,5.85,1
Chennai,Pune,13.0827,80.2707,18.5204,73.8567,914.3646912012375,10.693053519262707,low,4.83,1
Mumbai,Jaipur,19.076,72.8777,26.9124,75.7873,920.7423599427211,40.16876693532428,high,4.38,1
Delhi,Ahmedabad,28.7041,77.1025,23.0225,72.5714,777.4082807469657,37.75139210353278,low,5.44,1
Delhi,Bangalore,28.7041,77.1025,12.9716,77.5946,1750.1147624132104,15.584393257016922,medium,5.39,1
Pune,Hyderabad,18.5204,73.8567,17.385,78.4867,505.75412147804053,33.2017904473326,low,4.17,1
Bangalore,Delhi,12.9716,77.5946,28.7041,77.1025,1750.1147624132104,11.103388478118735,low,7.34,1
Kolkata,Mumbai,22.5726,88.3639,19.076,72.8777,1654.839116799172,2.2506954365213705,low,5.8,0
Pune,Ahmedabad,18.5204,73.8567,23.0225,72.5714,518.1260829397874,7.145833270505527,medium,1.88,0
Kolkata,Chennai,22.5726,88.3639,13.0827,80.2707,1358.3607154263375,19.142663305545835,medium,4.23,1
Bangalore,Surat,12.9716,77.5946,21.1702,72.8311,1042.544441001257,31.69983376030958,low,5.78,1
Kolkata,Bangalore,22.5726,88.3639,12.9716,77.5946,1560.6966232595826,41.314451863684724,medium,6.55,1
Pune,Mumbai,18.5204,73.8567,19.076,72.8777,120.15230196919705,28.137003111494973,medium,3.5,1
Jaipur,Kolkata,26.9124,75.7873,22.5726,88.3639,1357.7741901445263,41.25786670419355,medium,5.65,1
Mumbai,Delhi,19.076,72.8777,28.7041,77.1025,1153.2412912502036,9.914741045909869,low,4.65,0
Surat,Jaipur,21.1702,72.8311,26.9124,75.7873,705.4660945971135,26.351517669028407,medium,4.06,1
Delhi,Bangalore,28.7041,77.1025,12.9716,77.5946,1750.1147624132104,18.973403310642905,medium,4.99,1
Pune,Kolkata,18.5204,73.8567,22.5726,88.3639,1575.3760535945123,20.677087715006586,low,6.77,1
Jaipur,Pune,26.9124,75.7873,18.5204,73.8567,953.8706763236075,30.52965680125104,low,5.26,1
Surat,Pune,21.1702,72.8311,18.5204,73.8567,313.5586084722392,10.43214846081334,medium,1.89,0
Pune,Delhi,18.5204,73.8567,28.7041,77.1025,1179.4824279187978,19.923846494738942,low,5.99,1
Hyderabad,Mumbai,17.385,78.4867,19.076,72.8777,621.4628500760243,5.663235623155218,medium,2.69,1
Jaipur,Ahmedabad,26.9124,75.7873,23.0225,72.5714,540.4679579970888,27.379195518375855,high,3.26,1
Mumbai,Bangalore,19.076,72.8777,12.9716,77.5946,845.3183856559485,36.47060324396823,low,5.57,1
Mumbai,Jaipur,19.076,72.8777,26.9124,75.7873,920.7423599427211,44.52280742760897,low,5.29,1
Hyderabad,Pune,17.385,78.4867,18.5204,73.8567,505.75412147804053,29.911719204413657,high,2.6,1
Ahmedabad,Surat,23.0225,72.5714,21.1702,72.8311,207.69677867075882,37.220868846377385,high,3.21,1
Jaipur,Mumbai,26.9124,75.7873,19.076,72.8777,920.7423599427211,22.29813639809429,low,4.7,1
Jaipur,Bangalore,26.9124,75.7873,12.9716,77.5946,1561.5360482517535,28.490878615764352,medium,5.74,1
Bangalore,Mumbai,12.9716,77.5946,19.076,72.8777,845.3183856559485,42.438741542872606,low,6.16,1
Ahmedabad,Kolkata,23.0225,72.5714,22.5726,88.3639,1618.8555906737163,31.198197616093548,medium,5.97,1
Chennai,Mumbai,13.0827,80.2707,19.076,72.8777,1033.0985122877407,2.6580466128823086,low,4.51,1
Jaipur,Surat,26.9124,75.7873,21.1702,72.8311,705.4660945971135,37.47326122793389,low,5.29,1
Kolkata,Jaipur,22.5726,88.3639,26.9124,75.7873,1357.7741901445263,11.034390627072963,low,5.72,1
Mumbai,Jaipur,19.076,72.8777,26.9124,75.7873,920.7423599427211,24.181801659509883,low,5.72,1
Jaipur,Delhi,26.9124,75.7873,28.7041,77.1025,237.5325023947467,21.412541763481126,low,3.58,1
Mumbai,Pune,19.076,72.8777,18.5204,73.8567,120.15230196919705,34.06555142396428,medium,3.17,1
Hyderabad,Pune,17.385,78.4867,18.5204,73.8567,505.75412147804053,2.0593260772681456,high,1.49,0
Kolkata,Mumbai,22.5726,88.3639,19.076,72.8777,1654.839116799172,41.97107497010062,medium,5.59,1
Bangalore,Surat,12.9716,77.5946,21.1702,72.8311,1042.544441001257,36.589404408434014,medium,5.53,1
Bangalore,Delhi,12.9716,77.5946,28.7041,77.1025,1750.1147624132104,46.84255533708916,medium,6.5,1
Hyderabad,Kolkata,17.385,78.4867,22.5726,88.3639,1181.8821002123357,5.496935227210501,high,2.93,1
Ahmedabad,Bangalore,23.0225,72.5714,12.9716,77.5946,1237.044697463011,9.667637247774296,medium,3.92,1
Hyderabad,Chennai,17.385,78.4867,13.0827,80.2707,515.2416343776234,4.497908105736905,medium,2.85,1
Bangalore,Chennai,12.9716,77.5946,13.0827,80.2707,290.1720249530612,35.359546036811466,medium,3.7,1
Chennai,Mumbai,13.0827,80.2707,19.076,72.8777,1033.0985122877407,25.9520505433583,medium,4.77,1
Chennai,Pune,13.0827,80.2707,18.5204,73.8567,914.3646912012375,46.43698438837885,medium,4.81,1
Kolkata,Chennai,22.5726,88.3639,13.0827,80.2707,1358.3607154263375,26.426639866281068,low,5.67,1
Jaipur,Mumbai,26.9124,75.7873,19.076,72.8777,920.7423599427211,6.153019600476152,low,4.16,1
Kolkata,Hyderabad,22.5726,88.3639,17.385,78.4867,1181.8821002123357,8.812033577234601,medium,3.98,1
Pune,Hyderabad,18.5204,73.8567,17.385,78.4867,505.75412147804053,29.176038713073684,low,3.55,1
Jaipur,Delhi,26.9124,75.7873,28.7041,77.1025,237.5325023947467,9.270854788884266,low,2.35,1
Pune,Jaipur,18.5204,73.8567,26.9124,75.7873,953.8706763236075,20.453691464513277,low,4.38,1
Hyderabad,Chennai,17.385,78.4867,13.0827,80.2707,515.2416343776234,40.2782024282828,low,4.07,1
Chennai,Delhi,13.0827,80.2707,28.7041,77.1025,1767.651411147008,13.910031184370299,medium,4.66,1
Kolkata,Hyderabad,22.5726,88.3639,17.385,78.4867,1181.8821002123357,46.139992466218246,medium,5.27,1
Chennai,Kolkata,13.0827,80.2707,22.5726,88.3639,1358.3607154263375,1.9319758798050253,low,4.87,0
Kolkata,Chennai,22.5726,88.3639,13.0827,80.2707,1358.3607154263375,27.68546229834562,medium,4.88,1
Jaipur,Surat,26.9124,75.7873,21.1702,72.8311,705.4660945971135,48.62582336239232,medium,5.03,1
Kolkata,Pune,22.5726,88.3639,18.5204,73.8567,1575.3760535945123,23.82175418223857,medium,5.44,1
Hyderabad,Jaipur,17.385,78.4867,26.9124,75.7873,1095.1466068235527,38.460481854989396,low,6.33,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,20.17512136498036,low,5.74,1
Kolkata,Pune,22.5726,88.3639,18.5204,73.8567,1575.3760535945123,47.19452775728162,low,7.39,1
Ahmedabad,Delhi,23.0225,72.5714,28.7041,77.1025,777.4082807469657,30.87396411157412,high,3.37,1
Delhi,Pune,28.7041,77.1025,18.5204,73.8567,1179.4824279187978,30.89925719142346,high,3.62,1
Kolkata,Hyderabad,22.5726,88.3639,17.385,78.4867,1181.8821002123357,49.66393330184435,high,5.06,1
Mumbai,Pune,19.076,72.8777,18.5204,73.8567,120.15230196919705,25.908750441907117,high,2.95,1
Bangalore,Surat,12.9716,77.5946,21.1702,72.8311,1042.544441001257,13.333905996141771,low,4.21,0
Delhi,Chennai,28.7041,77.1025,13.0827,80.2707,1767.651411147008,5.753650259473558,low,6.52,1
Jaipur,Chennai,26.9124,75.7873,13.0827,80.2707,1607.0991969543372,12.562234543544823,low,6.87,1
Jaipur,Delhi,26.9124,75.7873,28.7041,77.1025,237.5325023947467,0.8998050071106437,high,1.36,0
Chennai,Delhi,13.0827,80.2707,28.7041,77.1025,1767.651411147008,0.6265010102644737,low,6.72,1
Kolkata,Pune,22.5726,88.3639,18.5204,73.8567,1575.3760535945123,37.33436396375839,high,4.25,1
Ahmedabad,Hyderabad,23.0225,72.5714,17.385,78.4867,879.4982034294342,31.212915031242126,low,4.97,1
Jaipur,Surat,26.9124,75.7873,21.1702,72.8311,705.4660945971135,45.45044223607143,medium,4.96,1
Hyderabad,Chennai,17.385,78.4867,13.0827,80.2707,515.2416343776234,18.712691794786465,low,3.91,1
Ahmedabad,Surat,23.0225,72.5714,21.1702,72.8311,207.69677867075882,16.37589568099985,low,2.12,1
Kolkata,Pune,22.5726,88.3639,18.5204,73.8567,1575.3760535945123,10.379683359746789,high,3.17,1
Hyderabad,Pune,17.385,78.4867,18.5204,73.8567,505.75412147804053,28.314255393651646,low,3.37,1
Jaipur,Ahmedabad,26.9124,75.7873,23.0225,72.5714,540.4679579970888,15.160287546168414,low,3.52,1
Ahmedabad,Kolkata,23.0225,72.5714,22.5726,88.3639,1618.8555906737163,31.764367740302085,medium,4.97,1
Delhi,Bangalore,28.7041,77.1025,12.9716,77.5946,1750.1147624132104,37.596023544812006,high,5.22,1
Jaipur,Chennai,26.9124,75.7873,13.0827,80.2707,1607.0991969543372,13.850782137828006,low,6.71,1
Surat,Ahmedabad,21.1702,72.8311,23.0225,72.5714,207.69677867075882,46.47723384407278,low,4.6,1
Chennai,Ahmedabad,13.0827,80.2707,23.0225,72.5714,1371.808916123536,20.01639241220381,low,5.62,1
Chennai,Hyderabad,13.0827,80.2707,17.385,78.4867,515.2416343776234,45.93422797824884,low,4.74,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,40.11182440579502,low,7.47,1
Delhi,Hyderabad,28.7041,77.1025,17.385,78.4867,1266.5306032844753,27.174409015601185,medium,4.38,1
Hyderabad,Jaipur,17.385,78.4867,26.9124,75.7873,1095.1466068235527,6.753888919086882,low,4.32,0
Hyderabad,Chennai,17.385,78.4867,13.0827,80.2707,515.2416343776234,14.53327075070144,low,3.65,1
Mumbai,Pune,19.076,72.8777,18.5204,73.8567,120.15230196919705,29.207031684391808,high,2.31,1
Mumbai,Kolkata,19.076,72.8777,22.5726,88.3639,1654.839116799172,39.80344551000596,low,7.51,1
Hyderabad,Surat,17.385,78.4867,21.1702,72.8311,727.5456673720201,12.895010082177196,high,2.1,0
Surat,Bangalore,21.1702,72.8311,12.9716,77.5946,1042.544441001257,25.773031155370735,high,3.57,1
Jaipur,Pune,26.9124,75.7873,18.5204,73.8567,953.8706763236075,39.91045359891952,high,4.17,1
Hyderabad,Bangalore,17.385,78.4867,12.9716,77.5946,499.9932408970139,34.88859608908849,low,4.93,1
Kolkata,Mumbai,22.5726,88.3639,19.076,72.8777,1654.839116799172,5.64642890118726,low,6.47,1
Jaipur,Kolkata,26.9124,75.7873,22.5726,88.3639,1357.7741901445263,8.006557055776307,low,5.91,1
Ahmedabad,Chennai,23.0225,72.5714,13.0827,80.2707,1371.808916123536,14.614755026155965,low,6.33,1
Delhi,Ahmedabad,28.7041,77.1025,23.0225,72.5714,777.4082807469657,14.963183979671541,medium,3.25,1
Kolkata,Jaipur,22.5726,88.3639,26.9124,75.7873,1357.7741901445263,8.392631480526484,low,6.1,1
Ahmedabad,Surat,23.0225,72.5714,21.1702,72.8311,207.69677867075882,49.407391390136304,low,3.82,1
Ahmedabad,Kolkata,23.0225,72.5714,22.5726,88.3639,1618.8555906737163,17.659053233915625,medium,4.86,1
Mumbai,Delhi,19.076,72.8777,28.7041,77.1025,1153.2412912502036,14.163067664444052,low,4.47,0
Pune,Mumbai,18.5204,73.8567,19.076,72.8777,120.15230196919705,38.74683159567756,low,3.47,1
Surat,Chennai,21.1702,72.8311,13.0827,80.2707,1196.78744215252,22.90727699736224,low,5.81,1
Surat,Mumbai,21.1702,72.8311,19.076,72.8777,232.91522940116425,28.464754521092114,medium,3.79,1
Jaipur,Chennai,26.9124,75.7873,13.0827,80.2707,1607.0991969543372,45.45238377531828,medium,6.18,1
Surat,Kolkata,21.1702,72.8311,22.5726,88.3639,1609.6773409097977,2.620318879902047,medium,4.65,1
Ahmedabad,Pune,23.0225,72.5714,18.5204,73.8567,518.1260829397874,23.66520009736341,low,4.55,1
Bangalore,Mumbai,12.9716,77.5946,19.076,72.8777,845.3183856559485,49.93976749720116,low,6.21,1
Pune,Surat,18.5204,73.8567,21.1702,72.8311,313.5586084722392,7.810589416526896,low,2.53,1
Kolkata,Hyderabad,22.5726,88.3639,17.385,78.4867,1181.8821002123357,15.891210830633367,low,5.03,1
Kolkata,Surat,22.5726,88.3639,21.1702,72.8311,1609.6773409097977,19.706175846684175,low,6.48,1
Pune,Mumbai,18.5204,73.8567,19.076,72.8777,120.15230196919705,31.298284639068765,high,3.21,1
Chennai,Hyderabad,13.0827,80.2707,17.385,78.4867,515.2416343776234,39.431226400348635,low,4.7,1
Hyderabad,Bangalore,17.385,78.4867,12.9716,77.5946,499.9932408970139,36.684702869026296,high,3.29,1
Kolkata,Mumbai,22.5726,88.3639,19.076,72.8777,1654.839116799172,44.142511330110565,low,7.39,1
Pune,Ahmedabad,18.5204,73.8567,23.0225,72.5714,518.1260829397874,2.9812798654050963,high,1.28,0
Hyderabad,Bangalore,17.385,78.4867,12.9716,77.5946,499.9932408970139,5.277441542439234,low,2.29,0
Bangalore,Delhi,12.9716,77.5946,28.7041,77.1025,1750.1147624132104,18.611588258349236,medium,4.6,1
Mumbai,Delhi,19.076,72.8777,28.7041,77.1025,1153.2412912502036,17.413251623841536,low,5.75,1
Surat,Bangalore,21.1702,72.8311,12.9716,77.5946,1042.544441001257,28.86679626667931,low,6.05,1
Mumbai,Chennai,19.076,72.8777,13.0827,80.2707,1033.0985122877407,11.296710692009794,medium,3.18,0
Kolkata,Chennai,22.5726,88.3639,13.0827,80.2707,1358.3607154263375,22.331338943208745,high,3.89,1
Delhi,Surat,28.7041,77.1025,21.1702,72.8311,941.7119249418649,43.63874559628518,low,5.97,1
Delhi,Surat,28.7041,77.1025,21.1702,72.8311,941.7119249418649,19.49954380179369,low,4.48,1
Pune,Jaipur,18.5204,73.8567,26.9124,75.7873,953.8706763236075,12.275365587388364,high,3.54,1
Ahmedabad,Hyderabad,23.0225,72.5714,17.385,78.4867,879.4982034294342,41.88873479466475,low,6.37,1
Delhi,Kolkata,28.7041,77.1025,22.5726,88.3639,1317.7536030396723,13.411925974833803,low,5.18,1
Kolkata,Hyderabad,22.5726,88.3639,17.385,78.4867,1181.8821002123357,41.10544560757098,low,6.96,1
Jaipur,Ahmedabad,26.9124,75.7873,23.0225,72.5714,540.4679579970888,35.58688836763553,low,4.93,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,38.990321999722475,medium,5.61,1
Mumbai,Ahmedabad,19.076,72.8777,23.0225,72.5714,439.97982267462703,20.31489192393405,low,4.01,1
Kolkata,Surat,22.5726,88.3639,21.1702,72.8311,1609.6773409097977,33.875926563796064,low,7.56,1
Jaipur,Bangalore,26.9124,75.7873,12.9716,77.5946,1561.5360482517535,10.627397541935526,high,2.7,0
Delhi,Chennai,28.7041,77.1025,13.0827,80.2707,1767.651411147008,23.070419627073978,low,6.76,1
Jaipur,Bangalore,26.9124,75.7873,12.9716,77.5946,1561.5360482517535,3.7260128202997196,low,5.55,0
Kolkata,Pune,22.5726,88.3639,18.5204,73.8567,1575.3760535945123,43.89683972350963,low,8.14,1
Hyderabad,Kolkata,17.385,78.4867,22.5726,88.3639,1181.8821002123357,38.040378248066474,medium,4.38,1
Bangalore,Chennai,12.9716,77.5946,13.0827,80.2707,290.1720249530612,19.606779599373997,high,3.21,1
Bangalore,Ahmedabad,12.9716,77.5946,23.0225,72.5714,1237.044697463011,12.158780148877339,low,5.02,1
Surat,Jaipur,21.1702,72.8311,26.9124,75.7873,705.4660945971135,38.90862271238287,high,4.45,1
Chennai,Mumbai,13.0827,80.2707,19.076,72.8777,1033.0985122877407,9.224939885068133,low,4.78,1
Delhi,Jaipur,28.7041,77.1025,26.9124,75.7873,237.5325023947467,38.90810270472028,low,3.37,1
Jaipur,Chennai,26.9124,75.7873,13.0827,80.2707,1607.0991969543372,15.274322334967062,high,3.38,1
Jaipur,Surat,26.9124,75.7873,21.1702,72.8311,705.4660945971135,45.49620996696293,high,3.59,1
Pune,Ahmedabad,18.5204,73.8567,23.0225,72.5714,518.1260829397874,28.492261395775728,medium,3.48,1
Pune,Surat,18.5204,73.8567,21.1702,72.8311,313.5586084722392,21.617403194730013,medium,2.11,1
Surat,Ahmedabad,21.1702,72.8311,23.0225,72.5714,207.69677867075882,25.962158062366683,medium,2.41,1
Jaipur,Hyderabad,26.9124,75.7873,17.385,78.4867,1095.1466068235527,25.985517571024,low,5.19,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,46.489515424296286,low,7.46,1
Delhi,Bangalore,28.7041,77.1025,12.9716,77.5946,1750.1147624132104,22.363904846853558,medium,4.98,1
Chennai,Surat,13.0827,80.2707,21.1702,72.8311,1196.78744215252,5.400069996663964,medium,3.98,1
Chennai,Hyderabad,13.0827,80.2707,17.385,78.4867,515.2416343776234,5.786897767250133,medium,2.9,1
Ahmedabad,Mumbai,23.0225,72.5714,19.076,72.8777,439.97982267462703,32.35572802388164,low,4.13,1
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,31.9842547964669,low,6.41,1
Jaipur,Delhi,26.9124,75.7873,28.7041,77.1025,237.5325023947467,11.09433693253537,low,2.59,1
Delhi,Bangalore,28.7041,77.1025,12.9716,77.5946,1750.1147624132104,26.456644161642174,low,6.84,1
Kolkata,Ahmedabad,22.5726,88.3639,23.0225,72.5714,1618.8555906737163,6.541401137608842,medium,4.49,1
Jaipur,Kolkata,26.9124,75.7873,22.5726,88.3639,1357.7741901445263,6.869507211302849,low,5.19,0
Kolkata,Delhi,22.5726,88.3639,28.7041,77.1025,1317.7536030396723,48.47759588036829,low,7.34,1
Bangalore,Jaipur,12.9716,77.5946,26.9124,75.7873,1561.5360482517535,46.62417226752217,high,4.71,1
Kolkata,Hyderabad,22.5726,88.3639,17.385,78.4867,1181.8821002123357,23.25362136700167,medium,4.54,1
Mumbai,Kolkata,19.076,72.8777,22.5726,88.3639,1654.839116799172,34.86478049487253,medium,6.26,1
Chennai,Delhi,13.0827,80.2707,28.7041,77.1025,1767.651411147008,3.3573102025665484,high,3.48,1
Mumbai,Hyderabad,19.076,72.8777,17.385,78.4867,621.4628500760243,27.005634867730286,low,4.73,1
Chennai,Hyderabad,13.0827,80.2707,17.385,78.4867,515.2416343776234,2.0934038669761077,low,3.28,1
Jaipur,Ahmedabad,26.9124,75.7873,23.0225,72.5714,540.4679579970888,42.93068854586815,low,5.32,1
Jaipur,Delhi,26.9124,75.7873,28.7041,77.1025,237.5325023947467,15.651480541066979,medium,1.78,0
Chennai,Mumbai,13.0827,80.2707,19.076,72.8777,1033.0985122877407,49.05413862649784,medium,5.9,1
Ahmedabad,Kolkata,23.0225,72.5714,22.5726,88.3639,1618.8555906737163,15.415860541763504,low,6.28,1
Mumbai,Chennai,19.076,72.8777,13.0827,80.2707,1033.0985122877407,7.070649392886638,medium,4.03,1
Kolkata,Ahmedabad,22.5726,88.3639,23.0225,72.5714,1618.8555906737163,43.48067981951814,medium,6.12,1
Chennai,Jaipur,13.0827,80.2707,26.9124,75.7873,1607.0991969543372,43.86831133634817,low,7.98,1
Chennai,Ahmedabad,13.0827,80.2707,23.0225,72.5714,1371.808916123536,12.787532133347632,medium,3.46,0
Surat,Hyderabad,21.1702,72.8311,17.385,78.4867,727.5456673720201,25.749766156837836,medium,3.95,1
Pune,Chennai,18.5204,73.8567,13.0827,80.2707,914.3646912012375,9.41084583397106,low,3.79,0
